instance_id,timestamp,cpu_utilization,memory_utilization
server_2,2026-06-06 10:00:00+00:00,24.92,41.82
server_2,2026-06-06 11:00:00+00:00,30.08,50.38
server_2,2026-06-06 12:00:00+00:00,29.78,44.19
server_2,2026-06-06 13:00:00+00:00,30.41,43.41
server_2,2026-06-06 14:00:00+00:00,33.19,45.7
server_2,2026-06-06 15:00:00+00:00,26.0,49.65
server_2,2026-06-06 16:00:00+00:00,24.07,44.14
server_2,2026-06-06 17:00:00+00:00,23.08,41.55
server_2,2026-06-06 18:00:00+00:00,22.36,47.78
server_2,2026-06-06 19:00:00+00:00,17.11,50.81
server_2,2026-06-06 20:00:00+00:00,22.48,44.96
server_2,2026-06-06 21:00:00+00:00,21.64,48.76
server_2,2026-06-06 22:00:00+00:00,24.96,49.13
server_2,2026-06-06 23:00:00+00:00,23.88,42.19
server_2,2026-06-07 00:00:00+00:00,21.5,43.88
server_2,2026-06-07 01:00:00+00:00,24.47,39.69
server_2,2026-06-07 02:00:00+00:00,24.81,44.11
server_2,2026-06-07 03:00:00+00:00,21.08,41.12
server_2,2026-06-07 04:00:00+00:00,21.77,42.26
server_2,2026-06-07 05:00:00+00:00,17.44,39.35
server_2,2026-06-07 06:00:00+00:00,20.27,42.2
server_2,2026-06-07 07:00:00+00:00,21.14,45.78
server_2,2026-06-07 08:00:00+00:00,23.19,43.89
server_2,2026-06-07 09:00:00+00:00,20.64,36.02
server_2,2026-06-07 10:00:00+00:00,23.6,41.52
server_2,2026-06-07 11:00:00+00:00,23.47,38.39
server_2,2026-06-07 12:00:00+00:00,28.19,47.09
server_2,2026-06-07 13:00:00+00:00,29.48,48.58
server_2,2026-06-07 14:00:00+00:00,29.42,47.57
server_2,2026-06-07 15:00:00+00:00,27.79,42.83
server_2,2026-06-07 16:00:00+00:00,22.68,45.18
server_2,2026-06-07 17:00:00+00:00,23.33,42.54
server_2,2026-06-07 18:00:00+00:00,21.98,39.39
server_2,2026-06-07 19:00:00+00:00,21.99,46.91
server_2,2026-06-07 20:00:00+00:00,23.19,47.64
server_2,2026-06-07 21:00:00+00:00,26.56,49.34
server_2,2026-06-07 22:00:00+00:00,25.03,42.58
server_2,2026-06-07 23:00:00+00:00,20.53,48.15
server_2,2026-06-08 00:00:00+00:00,26.7,43.62
server_2,2026-06-08 01:00:00+00:00,26.6,48.17
server_2,2026-06-08 02:00:00+00:00,22.98,42.25
server_2,2026-06-08 03:00:00+00:00,27.12,44.85
server_2,2026-06-08 04:00:00+00:00,24.6,35.17
server_2,2026-06-08 05:00:00+00:00,21.48,42.56
server_2,2026-06-08 06:00:00+00:00,26.14,45.76
server_2,2026-06-08 07:00:00+00:00,25.54,43.55
server_2,2026-06-08 08:00:00+00:00,24.43,51.83
server_2,2026-06-08 09:00:00+00:00,24.91,40.32
server_2,2026-06-08 10:00:00+00:00,26.62,43.31
server_2,2026-06-08 11:00:00+00:00,32.95,44.16
server_2,2026-06-08 12:00:00+00:00,33.55,45.74
server_2,2026-06-08 13:00:00+00:00,35.26,52.72
server_2,2026-06-08 14:00:00+00:00,35.74,54.67
server_2,2026-06-08 15:00:00+00:00,30.77,44.22
server_2,2026-06-08 16:00:00+00:00,29.19,43.58
server_2,2026-06-08 17:00:00+00:00,22.9,39.63
server_2,2026-06-08 18:00:00+00:00,26.41,50.72
server_2,2026-06-08 19:00:00+00:00,21.97,48.42
server_2,2026-06-08 20:00:00+00:00,25.33,44.69
server_2,2026-06-08 21:00:00+00:00,25.93,39.74
server_2,2026-06-08 22:00:00+00:00,26.51,40.3
server_2,2026-06-08 23:00:00+00:00,21.99,44.63
server_2,2026-06-09 00:00:00+00:00,24.84,47.14
server_2,2026-06-09 01:00:00+00:00,29.18,38.2
server_2,2026-06-09 02:00:00+00:00,29.29,45.21
server_2,2026-06-09 03:00:00+00:00,27.47,52.34
server_2,2026-06-09 04:00:00+00:00,25.84,44.43
server_2,2026-06-09 05:00:00+00:00,22.49,50.08
server_2,2026-06-09 06:00:00+00:00,26.8,48.22
server_2,2026-06-09 07:00:00+00:00,24.6,40.52
server_2,2026-06-09 08:00:00+00:00,26.4,44.32
server_2,2026-06-09 09:00:00+00:00,23.42,43.93
server_2,2026-06-09 10:00:00+00:00,27.99,42.24
server_2,2026-06-09 11:00:00+00:00,31.84,43.51
server_2,2026-06-09 12:00:00+00:00,34.28,54.27
server_2,2026-06-09 13:00:00+00:00,36.08,44.97
server_2,2026-06-09 14:00:00+00:00,33.4,52.25
server_2,2026-06-09 15:00:00+00:00,30.3,45.11
server_2,2026-06-09 16:00:00+00:00,35.49,48.57
server_2,2026-06-09 17:00:00+00:00,34.64,50.62
server_2,2026-06-09 18:00:00+00:00,26.12,43.0
server_2,2026-06-09 19:00:00+00:00,21.69,46.11
server_2,2026-06-09 20:00:00+00:00,23.07,36.14
server_2,2026-06-09 21:00:00+00:00,26.27,47.2
server_2,2026-06-09 22:00:00+00:00,28.35,36.3
server_2,2026-06-09 23:00:00+00:00,21.97,43.03
server_2,2026-06-10 00:00:00+00:00,24.69,48.31
server_2,2026-06-10 01:00:00+00:00,25.49,47.66
server_2,2026-06-10 02:00:00+00:00,27.16,40.56
server_2,2026-06-10 03:00:00+00:00,24.14,40.02
server_2,2026-06-10 04:00:00+00:00,21.09,40.88
server_2,2026-06-10 05:00:00+00:00,26.55,46.29
server_2,2026-06-10 06:00:00+00:00,27.81,37.86
server_2,2026-06-10 07:00:00+00:00,24.79,44.87
server_2,2026-06-10 08:00:00+00:00,26.01,46.6
server_2,2026-06-10 09:00:00+00:00,23.81,43.45
server_2,2026-06-10 10:00:00+00:00,26.31,47.56
server_2,2026-06-10 11:00:00+00:00,33.99,49.04
server_2,2026-06-10 12:00:00+00:00,34.63,46.2
server_2,2026-06-10 13:00:00+00:00,36.07,41.13
server_2,2026-06-10 14:00:00+00:00,38.6,50.29
server_2,2026-06-10 15:00:00+00:00,31.02,43.3
server_2,2026-06-10 16:00:00+00:00,30.05,44.45
server_2,2026-06-10 17:00:00+00:00,28.82,48.25
server_2,2026-06-10 18:00:00+00:00,23.59,50.18
server_2,2026-06-10 19:00:00+00:00,26.96,45.53
server_2,2026-06-10 20:00:00+00:00,24.53,47.05
server_2,2026-06-10 21:00:00+00:00,22.52,38.35
server_2,2026-06-10 22:00:00+00:00,25.16,46.04
server_2,2026-06-10 23:00:00+00:00,25.43,44.91
server_2,2026-06-11 00:00:00+00:00,27.34,50.73
server_2,2026-06-11 01:00:00+00:00,25.98,43.18
server_2,2026-06-11 02:00:00+00:00,26.15,44.44
server_2,2026-06-11 03:00:00+00:00,25.8,49.52
server_2,2026-06-11 04:00:00+00:00,24.53,44.47
server_2,2026-06-11 05:00:00+00:00,23.21,39.94
server_2,2026-06-11 06:00:00+00:00,25.72,55.46
server_2,2026-06-11 07:00:00+00:00,24.17,40.39
server_2,2026-06-11 08:00:00+00:00,29.22,46.22
server_2,2026-06-11 09:00:00+00:00,28.36,47.56
server_2,2026-06-11 10:00:00+00:00,30.0,47.82
server_2,2026-06-11 11:00:00+00:00,32.37,46.82
server_2,2026-06-11 12:00:00+00:00,33.44,47.22
server_2,2026-06-11 13:00:00+00:00,31.7,46.4
server_2,2026-06-11 14:00:00+00:00,34.31,43.79
server_2,2026-06-11 15:00:00+00:00,33.91,56.72
server_2,2026-06-11 16:00:00+00:00,32.0,46.57
server_2,2026-06-11 17:00:00+00:00,29.59,49.0
server_2,2026-06-11 18:00:00+00:00,27.3,44.47
server_2,2026-06-11 19:00:00+00:00,23.27,42.98
server_2,2026-06-11 20:00:00+00:00,23.29,42.58
server_2,2026-06-11 21:00:00+00:00,28.63,40.07
server_2,2026-06-11 22:00:00+00:00,26.93,45.03
server_2,2026-06-11 23:00:00+00:00,24.02,43.03
server_2,2026-06-12 00:00:00+00:00,24.73,49.59
server_2,2026-06-12 01:00:00+00:00,24.74,40.12
server_2,2026-06-12 02:00:00+00:00,25.08,42.72
server_2,2026-06-12 03:00:00+00:00,26.18,41.82
server_2,2026-06-12 04:00:00+00:00,31.34,52.99
server_2,2026-06-12 05:00:00+00:00,25.47,41.69
server_2,2026-06-12 06:00:00+00:00,26.66,47.83
server_2,2026-06-12 07:00:00+00:00,20.78,47.4
server_2,2026-06-12 08:00:00+00:00,23.79,43.99
server_2,2026-06-12 09:00:00+00:00,28.07,40.57
server_2,2026-06-12 10:00:00+00:00,29.43,41.09
server_2,2026-06-12 11:00:00+00:00,20.46,46.85
server_2,2026-06-12 12:00:00+00:00,35.35,43.58
server_2,2026-06-12 13:00:00+00:00,39.64,51.69
server_2,2026-06-12 14:00:00+00:00,29.86,47.16
server_2,2026-06-12 15:00:00+00:00,37.46,50.87
server_2,2026-06-12 16:00:00+00:00,24.5,46.71
server_2,2026-06-12 17:00:00+00:00,30.77,43.28
server_2,2026-06-12 18:00:00+00:00,24.98,41.09
server_2,2026-06-12 19:00:00+00:00,19.13,45.8
server_2,2026-06-12 20:00:00+00:00,26.12,42.87
server_2,2026-06-12 21:00:00+00:00,27.88,35.01
server_2,2026-06-12 22:00:00+00:00,25.91,47.91
server_2,2026-06-12 23:00:00+00:00,26.46,41.37
server_2,2026-06-13 00:00:00+00:00,21.97,45.81
server_2,2026-06-13 01:00:00+00:00,18.35,48.24
server_2,2026-06-13 02:00:00+00:00,24.73,44.97
server_2,2026-06-13 03:00:00+00:00,27.37,49.81
server_2,2026-06-13 04:00:00+00:00,25.82,45.9
server_2,2026-06-13 05:00:00+00:00,18.03,48.91
server_2,2026-06-13 06:00:00+00:00,19.21,38.73
server_2,2026-06-13 07:00:00+00:00,20.89,43.53
server_2,2026-06-13 08:00:00+00:00,19.02,45.6
server_2,2026-06-13 09:00:00+00:00,23.11,43.58
server_2,2026-06-13 10:00:00+00:00,25.86,49.91
server_2,2026-06-13 11:00:00+00:00,22.96,42.56
server_2,2026-06-13 12:00:00+00:00,29.71,54.92
server_2,2026-06-13 13:00:00+00:00,29.92,55.21
server_2,2026-06-13 14:00:00+00:00,27.05,46.84
server_2,2026-06-13 15:00:00+00:00,27.33,48.03
server_2,2026-06-13 16:00:00+00:00,21.66,48.6
server_2,2026-06-13 17:00:00+00:00,24.05,39.92
server_2,2026-06-13 18:00:00+00:00,23.02,39.06
server_2,2026-06-13 19:00:00+00:00,23.42,49.47
server_2,2026-06-13 20:00:00+00:00,23.95,45.73
server_2,2026-06-13 21:00:00+00:00,23.61,43.61
server_2,2026-06-13 22:00:00+00:00,22.34,44.11
server_2,2026-06-13 23:00:00+00:00,23.72,35.01
server_2,2026-06-14 00:00:00+00:00,25.51,44.41
server_2,2026-06-14 01:00:00+00:00,22.76,41.2
server_2,2026-06-14 02:00:00+00:00,23.79,48.25
server_2,2026-06-14 03:00:00+00:00,22.53,48.12
server_2,2026-06-14 04:00:00+00:00,21.38,46.04
server_2,2026-06-14 05:00:00+00:00,24.31,46.34
server_2,2026-06-14 06:00:00+00:00,21.61,37.82
server_2,2026-06-14 07:00:00+00:00,23.97,47.0
server_2,2026-06-14 08:00:00+00:00,23.07,46.84
server_2,2026-06-14 09:00:00+00:00,22.24,49.01
server_2,2026-06-14 10:00:00+00:00,24.06,53.14
server_2,2026-06-14 11:00:00+00:00,25.27,38.32
server_2,2026-06-14 12:00:00+00:00,23.65,42.97
server_2,2026-06-14 13:00:00+00:00,29.37,43.56
server_2,2026-06-14 14:00:00+00:00,29.0,47.09
server_2,2026-06-14 15:00:00+00:00,29.89,46.76
server_2,2026-06-14 16:00:00+00:00,25.21,44.14
server_2,2026-06-14 17:00:00+00:00,29.62,50.73
server_2,2026-06-14 18:00:00+00:00,22.05,39.56
server_2,2026-06-14 19:00:00+00:00,20.81,39.37
server_2,2026-06-14 20:00:00+00:00,20.52,39.33
server_2,2026-06-14 21:00:00+00:00,18.67,41.34
server_2,2026-06-14 22:00:00+00:00,26.83,40.73
server_2,2026-06-14 23:00:00+00:00,26.43,45.31
server_2,2026-06-15 00:00:00+00:00,26.5,44.86
server_2,2026-06-15 01:00:00+00:00,22.76,41.07
server_2,2026-06-15 02:00:00+00:00,29.53,50.08
server_2,2026-06-15 03:00:00+00:00,24.12,44.45
server_2,2026-06-15 04:00:00+00:00,24.33,49.02
server_2,2026-06-15 05:00:00+00:00,28.59,45.48
server_2,2026-06-15 06:00:00+00:00,26.65,45.48
server_2,2026-06-15 07:00:00+00:00,30.5,44.67
server_2,2026-06-15 08:00:00+00:00,25.62,45.19
server_2,2026-06-15 09:00:00+00:00,24.01,47.5
server_2,2026-06-15 10:00:00+00:00,26.89,44.02
server_2,2026-06-15 11:00:00+00:00,26.81,47.71
server_2,2026-06-15 12:00:00+00:00,32.96,44.54
server_2,2026-06-15 13:00:00+00:00,37.71,52.48
server_2,2026-06-15 14:00:00+00:00,36.35,46.65
server_2,2026-06-15 15:00:00+00:00,33.71,51.46
server_2,2026-06-15 16:00:00+00:00,28.94,46.62
server_2,2026-06-15 17:00:00+00:00,28.99,52.48
server_2,2026-06-15 18:00:00+00:00,27.53,41.27
server_2,2026-06-15 19:00:00+00:00,26.08,39.47
server_2,2026-06-15 20:00:00+00:00,25.42,42.68
server_2,2026-06-15 21:00:00+00:00,23.01,38.76
server_2,2026-06-15 22:00:00+00:00,27.17,40.23
server_2,2026-06-15 23:00:00+00:00,17.17,44.75
server_2,2026-06-16 00:00:00+00:00,25.96,45.32
server_2,2026-06-16 01:00:00+00:00,31.43,45.33
server_2,2026-06-16 02:00:00+00:00,21.23,42.13
server_2,2026-06-16 03:00:00+00:00,24.4,42.4
server_2,2026-06-16 04:00:00+00:00,24.98,51.59
server_2,2026-06-16 05:00:00+00:00,23.84,41.65
server_2,2026-06-16 06:00:00+00:00,27.59,40.62
server_2,2026-06-16 07:00:00+00:00,26.18,48.6
server_2,2026-06-16 08:00:00+00:00,25.38,44.27
server_2,2026-06-16 09:00:00+00:00,26.99,53.85
server_2,2026-06-16 10:00:00+00:00,28.46,44.11
server_2,2026-06-16 11:00:00+00:00,39.38,53.42
server_2,2026-06-16 12:00:00+00:00,34.04,52.49
server_2,2026-06-16 13:00:00+00:00,35.34,46.53
server_2,2026-06-16 14:00:00+00:00,30.57,43.98
server_2,2026-06-16 15:00:00+00:00,32.3,50.52
server_2,2026-06-16 16:00:00+00:00,34.3,50.55
server_2,2026-06-16 17:00:00+00:00,25.08,39.39
server_2,2026-06-16 18:00:00+00:00,19.61,38.6
server_2,2026-06-16 19:00:00+00:00,25.08,34.88
server_2,2026-06-16 20:00:00+00:00,28.43,48.58
server_2,2026-06-16 21:00:00+00:00,25.11,43.99
server_2,2026-06-16 22:00:00+00:00,24.16,44.06
server_2,2026-06-16 23:00:00+00:00,20.35,36.61
server_2,2026-06-17 00:00:00+00:00,26.13,41.0
server_2,2026-06-17 01:00:00+00:00,26.65,43.67
server_2,2026-06-17 02:00:00+00:00,20.55,40.75
server_2,2026-06-17 03:00:00+00:00,27.84,46.46
server_2,2026-06-17 04:00:00+00:00,26.91,48.0
server_2,2026-06-17 05:00:00+00:00,27.83,55.07
server_2,2026-06-17 06:00:00+00:00,26.46,45.43
server_2,2026-06-17 07:00:00+00:00,26.63,50.03
server_2,2026-06-17 08:00:00+00:00,26.3,42.14
server_2,2026-06-17 09:00:00+00:00,27.17,39.06
server_2,2026-06-17 10:00:00+00:00,23.87,43.2
server_2,2026-06-17 11:00:00+00:00,27.68,39.55
server_2,2026-06-17 12:00:00+00:00,31.82,47.45
server_2,2026-06-17 13:00:00+00:00,34.52,45.21
server_2,2026-06-17 14:00:00+00:00,35.82,40.97
server_2,2026-06-17 15:00:00+00:00,34.47,55.26
server_2,2026-06-17 16:00:00+00:00,34.22,46.08
server_2,2026-06-17 17:00:00+00:00,31.29,40.65
server_2,2026-06-17 18:00:00+00:00,22.82,47.83
server_2,2026-06-17 19:00:00+00:00,25.6,42.29
server_2,2026-06-17 20:00:00+00:00,22.88,48.62
server_2,2026-06-17 21:00:00+00:00,24.53,41.9
server_2,2026-06-17 22:00:00+00:00,25.8,43.12
server_2,2026-06-17 23:00:00+00:00,16.48,43.4
server_2,2026-06-18 00:00:00+00:00,31.03,49.48
server_2,2026-06-18 01:00:00+00:00,26.42,48.57
server_2,2026-06-18 02:00:00+00:00,23.51,44.12
server_2,2026-06-18 03:00:00+00:00,29.82,48.8
server_2,2026-06-18 04:00:00+00:00,24.13,47.68
server_2,2026-06-18 05:00:00+00:00,25.33,45.92
server_2,2026-06-18 06:00:00+00:00,23.78,44.0
server_2,2026-06-18 07:00:00+00:00,29.13,40.66
server_2,2026-06-18 08:00:00+00:00,24.74,47.3
server_2,2026-06-18 09:00:00+00:00,25.37,45.3
server_2,2026-06-18 10:00:00+00:00,31.43,45.6
server_2,2026-06-18 11:00:00+00:00,32.89,52.87
server_2,2026-06-18 12:00:00+00:00,33.52,42.27
server_2,2026-06-18 13:00:00+00:00,37.62,55.99
server_2,2026-06-18 14:00:00+00:00,41.19,50.58
server_2,2026-06-18 15:00:00+00:00,34.45,49.58
server_2,2026-06-18 16:00:00+00:00,31.72,45.77
server_2,2026-06-18 17:00:00+00:00,28.85,39.68
server_2,2026-06-18 18:00:00+00:00,28.28,45.59
server_2,2026-06-18 19:00:00+00:00,23.5,45.81
server_2,2026-06-18 20:00:00+00:00,24.3,47.46
server_2,2026-06-18 21:00:00+00:00,21.16,42.86
server_2,2026-06-18 22:00:00+00:00,22.04,35.19
server_2,2026-06-18 23:00:00+00:00,23.71,38.38
server_2,2026-06-19 00:00:00+00:00,24.86,53.16
server_2,2026-06-19 01:00:00+00:00,29.42,42.18
server_2,2026-06-19 02:00:00+00:00,26.34,51.18
server_2,2026-06-19 03:00:00+00:00,22.72,40.47
server_2,2026-06-19 04:00:00+00:00,23.18,43.63
server_2,2026-06-19 05:00:00+00:00,28.44,48.7
server_2,2026-06-19 06:00:00+00:00,27.82,42.71
server_2,2026-06-19 07:00:00+00:00,25.07,51.39
server_2,2026-06-19 08:00:00+00:00,23.89,44.92
server_2,2026-06-19 09:00:00+00:00,27.81,47.83
server_2,2026-06-19 10:00:00+00:00,25.94,44.26
server_2,2026-06-19 11:00:00+00:00,32.41,50.23
server_2,2026-06-19 12:00:00+00:00,39.34,56.33
server_2,2026-06-19 13:00:00+00:00,35.36,48.1
server_2,2026-06-19 14:00:00+00:00,32.91,54.69
server_2,2026-06-19 15:00:00+00:00,34.69,45.94
server_2,2026-06-19 16:00:00+00:00,30.25,49.89
server_2,2026-06-19 17:00:00+00:00,24.93,46.93
server_2,2026-06-19 18:00:00+00:00,26.75,41.34
server_2,2026-06-19 19:00:00+00:00,27.79,46.83
server_2,2026-06-19 20:00:00+00:00,24.22,44.76
server_2,2026-06-19 21:00:00+00:00,24.06,41.26
server_2,2026-06-19 22:00:00+00:00,22.6,45.59
server_2,2026-06-19 23:00:00+00:00,24.63,45.45
server_2,2026-06-20 00:00:00+00:00,21.59,43.52
server_2,2026-06-20 01:00:00+00:00,20.47,43.14
server_2,2026-06-20 02:00:00+00:00,27.73,45.6
server_2,2026-06-20 03:00:00+00:00,24.17,43.24
server_2,2026-06-20 04:00:00+00:00,24.43,45.36
server_2,2026-06-20 05:00:00+00:00,25.21,42.5
server_2,2026-06-20 06:00:00+00:00,24.93,55.6
server_2,2026-06-20 07:00:00+00:00,21.97,38.3
server_2,2026-06-20 08:00:00+00:00,23.68,42.2
server_2,2026-06-20 09:00:00+00:00,22.33,42.04
server_2,2026-06-20 10:00:00+00:00,25.98,53.5
server_2,2026-06-20 11:00:00+00:00,27.39,40.56
server_2,2026-06-20 12:00:00+00:00,26.81,47.34
server_2,2026-06-20 13:00:00+00:00,25.09,46.03
server_2,2026-06-20 14:00:00+00:00,28.78,47.66
server_2,2026-06-20 15:00:00+00:00,27.25,50.73
server_2,2026-06-20 16:00:00+00:00,21.81,48.75
server_2,2026-06-20 17:00:00+00:00,26.15,43.6
server_2,2026-06-20 18:00:00+00:00,25.41,45.92
server_2,2026-06-20 19:00:00+00:00,29.32,39.06
server_2,2026-06-20 20:00:00+00:00,22.02,44.35
server_2,2026-06-20 21:00:00+00:00,21.65,40.65
server_2,2026-06-20 22:00:00+00:00,20.23,42.58
server_2,2026-06-20 23:00:00+00:00,23.52,37.74
server_2,2026-06-21 00:00:00+00:00,23.51,46.1
server_2,2026-06-21 01:00:00+00:00,20.97,36.8
server_2,2026-06-21 02:00:00+00:00,22.56,44.74
server_2,2026-06-21 03:00:00+00:00,18.05,37.66
server_2,2026-06-21 04:00:00+00:00,25.32,41.71
server_2,2026-06-21 05:00:00+00:00,21.07,48.24
server_2,2026-06-21 06:00:00+00:00,22.91,46.62
server_2,2026-06-21 07:00:00+00:00,19.43,47.65
server_2,2026-06-21 08:00:00+00:00,21.54,50.03
server_2,2026-06-21 09:00:00+00:00,22.3,40.96
server_2,2026-06-21 10:00:00+00:00,24.85,50.94
server_2,2026-06-21 11:00:00+00:00,27.73,40.1
server_2,2026-06-21 12:00:00+00:00,31.36,50.21
server_2,2026-06-21 13:00:00+00:00,30.25,44.86
server_2,2026-06-21 14:00:00+00:00,30.82,43.32
server_2,2026-06-21 15:00:00+00:00,31.38,49.69
server_2,2026-06-21 16:00:00+00:00,27.96,49.82
server_2,2026-06-21 17:00:00+00:00,24.79,48.59
server_2,2026-06-21 18:00:00+00:00,25.52,46.04
server_2,2026-06-21 19:00:00+00:00,25.68,45.77
server_2,2026-06-21 20:00:00+00:00,24.62,46.97
server_2,2026-06-21 21:00:00+00:00,19.36,44.24
server_2,2026-06-21 22:00:00+00:00,20.9,45.73
server_2,2026-06-21 23:00:00+00:00,22.31,44.88
server_2,2026-06-22 00:00:00+00:00,26.95,49.05
server_2,2026-06-22 01:00:00+00:00,24.95,38.47
server_2,2026-06-22 02:00:00+00:00,27.84,45.47
server_2,2026-06-22 03:00:00+00:00,28.29,40.62
server_2,2026-06-22 04:00:00+00:00,28.0,47.16
server_2,2026-06-22 05:00:00+00:00,28.01,52.62
server_2,2026-06-22 06:00:00+00:00,22.41,42.2
server_2,2026-06-22 07:00:00+00:00,26.21,45.93
server_2,2026-06-22 08:00:00+00:00,23.48,47.49
server_2,2026-06-22 09:00:00+00:00,20.88,35.29
server_2,2026-06-22 10:00:00+00:00,27.7,43.86
server_2,2026-06-22 11:00:00+00:00,34.74,49.87
server_2,2026-06-22 12:00:00+00:00,34.81,36.85
server_2,2026-06-22 13:00:00+00:00,39.89,46.31
server_2,2026-06-22 14:00:00+00:00,35.29,53.01
server_2,2026-06-22 15:00:00+00:00,39.78,54.18
server_2,2026-06-22 16:00:00+00:00,31.87,48.9
server_2,2026-06-22 17:00:00+00:00,28.48,49.75
server_2,2026-06-22 18:00:00+00:00,21.8,44.74
server_2,2026-06-22 19:00:00+00:00,27.78,48.19
server_2,2026-06-22 20:00:00+00:00,23.74,43.3
server_2,2026-06-22 21:00:00+00:00,23.38,44.9
server_2,2026-06-22 22:00:00+00:00,28.2,43.59
server_2,2026-06-22 23:00:00+00:00,27.9,51.07
server_2,2026-06-23 00:00:00+00:00,27.83,52.08
server_2,2026-06-23 01:00:00+00:00,24.09,50.2
server_2,2026-06-23 02:00:00+00:00,24.87,43.32
server_2,2026-06-23 03:00:00+00:00,24.85,41.13
server_2,2026-06-23 04:00:00+00:00,26.96,50.79
server_2,2026-06-23 05:00:00+00:00,28.88,48.53
server_2,2026-06-23 06:00:00+00:00,25.92,46.64
server_2,2026-06-23 07:00:00+00:00,29.94,44.19
server_2,2026-06-23 08:00:00+00:00,27.24,47.49
server_2,2026-06-23 09:00:00+00:00,24.41,40.45
server_2,2026-06-23 10:00:00+00:00,30.49,49.46
server_2,2026-06-23 11:00:00+00:00,35.69,54.26
server_2,2026-06-23 12:00:00+00:00,38.66,56.3
server_2,2026-06-23 13:00:00+00:00,37.82,52.32
server_2,2026-06-23 14:00:00+00:00,34.91,42.94
server_2,2026-06-23 15:00:00+00:00,33.12,48.63
server_2,2026-06-23 16:00:00+00:00,32.87,56.31
server_2,2026-06-23 17:00:00+00:00,32.61,44.19
server_2,2026-06-23 18:00:00+00:00,26.08,45.14
server_2,2026-06-23 19:00:00+00:00,26.14,51.05
server_2,2026-06-23 20:00:00+00:00,25.13,47.51
server_2,2026-06-23 21:00:00+00:00,24.18,54.63
server_2,2026-06-23 22:00:00+00:00,24.59,41.93
server_2,2026-06-23 23:00:00+00:00,25.34,41.16
server_2,2026-06-24 00:00:00+00:00,29.3,51.4
server_2,2026-06-24 01:00:00+00:00,24.4,40.01
server_2,2026-06-24 02:00:00+00:00,25.13,44.26
server_2,2026-06-24 03:00:00+00:00,22.84,43.98
server_2,2026-06-24 04:00:00+00:00,26.79,49.77
server_2,2026-06-24 05:00:00+00:00,28.42,48.65
server_2,2026-06-24 06:00:00+00:00,29.06,48.25
server_2,2026-06-24 07:00:00+00:00,25.51,43.57
server_2,2026-06-24 08:00:00+00:00,26.44,50.36
server_2,2026-06-24 09:00:00+00:00,24.62,60.97
server_2,2026-06-24 10:00:00+00:00,29.74,49.42
server_2,2026-06-24 11:00:00+00:00,32.21,47.92
server_2,2026-06-24 12:00:00+00:00,33.81,42.89
server_2,2026-06-24 13:00:00+00:00,35.19,46.02
server_2,2026-06-24 14:00:00+00:00,35.98,47.99
server_2,2026-06-24 15:00:00+00:00,32.92,45.64
server_2,2026-06-24 16:00:00+00:00,30.82,46.97
server_2,2026-06-24 17:00:00+00:00,32.69,54.8
server_2,2026-06-24 18:00:00+00:00,31.78,52.36
server_2,2026-06-24 19:00:00+00:00,21.99,43.31
server_2,2026-06-24 20:00:00+00:00,21.85,39.06
server_2,2026-06-24 21:00:00+00:00,22.61,49.51
server_2,2026-06-24 22:00:00+00:00,24.74,44.71
server_2,2026-06-24 23:00:00+00:00,27.24,38.88
server_2,2026-06-25 00:00:00+00:00,26.48,48.37
server_2,2026-06-25 01:00:00+00:00,25.43,49.25
server_2,2026-06-25 02:00:00+00:00,26.32,35.76
server_2,2026-06-25 03:00:00+00:00,23.27,41.1
server_2,2026-06-25 04:00:00+00:00,24.39,44.34
server_2,2026-06-25 05:00:00+00:00,24.95,47.92
server_2,2026-06-25 06:00:00+00:00,21.04,41.55
server_2,2026-06-25 07:00:00+00:00,22.1,40.66
server_2,2026-06-25 08:00:00+00:00,22.2,46.93
server_2,2026-06-25 09:00:00+00:00,26.91,43.8
server_2,2026-06-25 10:00:00+00:00,29.03,48.58
server_2,2026-06-25 11:00:00+00:00,32.96,43.34
server_2,2026-06-25 12:00:00+00:00,29.06,41.01
server_2,2026-06-25 13:00:00+00:00,31.14,50.17
server_2,2026-06-25 14:00:00+00:00,36.51,50.04
server_2,2026-06-25 15:00:00+00:00,26.71,49.29
server_2,2026-06-25 16:00:00+00:00,34.49,46.19
server_2,2026-06-25 17:00:00+00:00,23.86,41.42
server_2,2026-06-25 18:00:00+00:00,27.11,51.18
server_2,2026-06-25 19:00:00+00:00,22.78,38.13
server_2,2026-06-25 20:00:00+00:00,27.62,50.92
server_2,2026-06-25 21:00:00+00:00,33.02,53.09
server_2,2026-06-25 22:00:00+00:00,19.32,46.45
server_2,2026-06-25 23:00:00+00:00,26.74,42.86
server_2,2026-06-26 00:00:00+00:00,20.48,40.15
server_2,2026-06-26 01:00:00+00:00,26.07,44.53
server_2,2026-06-26 02:00:00+00:00,24.48,39.64
server_2,2026-06-26 03:00:00+00:00,25.32,41.27
server_2,2026-06-26 04:00:00+00:00,22.72,46.78
server_2,2026-06-26 05:00:00+00:00,26.95,48.28
server_2,2026-06-26 06:00:00+00:00,21.38,39.53
server_2,2026-06-26 07:00:00+00:00,28.1,48.79
server_2,2026-06-26 08:00:00+00:00,23.98,46.46
server_2,2026-06-26 09:00:00+00:00,21.49,49.81
server_2,2026-06-26 10:00:00+00:00,32.41,49.87
